Reported Date,Bullish,Neutral,Bearish,Total,Mov Avg,Bull-Bear Spread,Bullish Average,
7/6/2000,56.10%,28.10%,15.90%,100%,41.27%,40.30%,37.60%,
7/13/2000,65.00%,15.00%,20.00%,100%,45.62%,45.00%,37.60%,
7/20/2000,66.70%,21.30%,12.00%,100%,49.54%,54.70%,37.60%,
7/27/2000,42.90%,37.10%,20.00%,100%,50.53%,22.90%,37.60%,
8/3/2000,41.30%,34.80%,23.90%,100%,50.49%,17.40%,37.60%,
8/10/2000,54.10%,34.40%,11.50%,100%,49.56%,42.60%,37.60%,
8/17/2000,59.40%,21.90%,18.80%,100%,51.51%,40.60%,37.60%,
8/23/2000,57.70%,19.20%,23.10%,100%,55.39%,34.60%,37.60%,
8/31/2000,55.90%,26.50%,17.70%,100%,55.36%,38.20%,37.60%,
9/7/2000,62.50%,29.20%,8.30%,100%,55.05%,54.20%,37.60%,
9/14/2000,41.20%,35.30%,23.50%,100%,51.86%,17.70%,37.60%,
9/21/2000,43.80%,37.50%,18.80%,100%,51.97%,25.00%,37.60%,
9/28/2000,53.30%,40.00%,6.70%,100%,53.48%,46.70%,37.60%,
10/5/2000,41.90%,32.30%,25.80%,100%,51.96%,16.10%,37.60%,
10/12/2000,41.50%,26.80%,31.70%,100%,49.72%,9.80%,37.60%,
10/19/2000,48.90%,26.70%,24.40%,100%,48.62%,24.50%,37.60%,
10/26/2000,64.10%,18.00%,18.00%,100%,49.64%,46.20%,37.60%,
11/2/2000,51.60%,25.80%,22.60%,100%,48.28%,29.00%,37.60%,
11/9/2000,62.90%,28.60%,8.60%,100%,50.99%,54.30%,37.60%,
11/16/2000,45.80%,37.50%,16.70%,100%,51.25%,29.20%,37.60%,
11/23/2000,36.50%,27.00%,36.50%,100%,49.15%,0.00%,37.60%,
11/30/2000,60.40%,22.90%,16.70%,100%,51.46%,43.80%,37.60%,
12/7/2000,47.10%,15.70%,37.30%,100%,52.16%,9.80%,37.60%,
12/14/2000,59.60%,7.70%,32.70%,100%,53.50%,26.90%,37.60%,
12/21/2000,31.10%,17.80%,51.10%,100%,49.38%,-20.00%,37.60%,
12/28/2000,40.00%,28.00%,32.00%,100%,47.93%,8.00%,37.60%,
1/4/2001,42.60%,33.30%,24.10%,100%,45.39%,18.50%,37.60%,
1/11/2001,35.70%,21.40%,42.90%,100%,44.13%,-7.20%,37.60%,
1/18/2001,36.60%,39.00%,24.40%,100%,44.14%,12.20%,37.60%,
1/25/2001,49.20%,24.60%,26.20%,100%,42.74%,23.10%,37.60%,
2/1/2001,50.00%,30.80%,19.20%,100%,43.11%,30.80%,37.60%,
2/8/2001,55.60%,30.00%,14.40%,100%,42.60%,41.10%,37.60%,
2/15/2001,30.40%,47.80%,21.70%,100%,42.51%,8.70%,37.60%,
2/22/2001,26.30%,35.10%,38.60%,100%,40.80%,-12.30%,37.60%,
3/1/2001,46.00%,20.30%,33.80%,100%,41.22%,12.20%,37.60%,
3/8/2001,31.60%,36.70%,31.60%,100%,40.71%,0.00%,37.60%,
3/15/2001,30.90%,32.70%,36.40%,100%,40.00%,-5.50%,37.60%,
3/22/2001,27.80%,25.00%,47.20%,100%,37.32%,-19.40%,37.60%,
3/29/2001,37.30%,35.30%,27.50%,100%,35.73%,9.80%,37.60%,
4/5/2001,35.10%,26.10%,38.70%,100%,33.18%,-3.60%,37.60%,
4/12/2001,30.30%,28.80%,40.90%,100%,33.16%,-10.60%,37.60%,
4/19/2001,43.80%,25.00%,31.30%,100%,35.34%,12.50%,37.60%,
4/26/2001,46.60%,22.40%,31.00%,100%,35.41%,15.50%,37.60%,
5/3/2001,63.50%,14.90%,21.60%,100%,39.40%,41.90%,37.60%,
5/10/2001,53.30%,28.90%,17.80%,100%,42.20%,35.60%,37.60%,
5/17/2001,51.80%,29.40%,18.80%,100%,45.20%,32.90%,37.60%,
5/24/2001,61.90%,21.40%,16.70%,100%,48.28%,45.20%,37.60%,
5/31/2001,49.40%,22.10%,28.60%,100%,50.06%,20.80%,37.60%,
6/7/2001,42.60%,31.90%,25.50%,100%,51.59%,17.00%,37.60%,
6/14/2001,30.50%,47.50%,22.00%,100%,49.93%,8.50%,37.60%,
6/21/2001,33.30%,43.30%,23.30%,100%,48.28%,10.00%,37.60%,
6/28/2001,30.40%,36.70%,32.90%,100%,44.14%,-2.50%,37.60%,
7/5/2001,40.70%,40.70%,18.50%,100%,42.57%,22.20%,37.60%,
7/12/2001,25.30%,38.50%,36.30%,100%,39.25%,-11.00%,37.60%,
7/19/2001,50.00%,34.80%,15.20%,100%,37.77%,34.80%,37.60%,
7/26/2001,29.50%,32.40%,38.10%,100%,35.29%,-8.60%,37.60%,
8/2/2001,36.40%,27.30%,36.40%,100%,34.51%,0.00%,37.60%,
8/9/2001,34.90%,37.40%,27.70%,100%,35.07%,7.20%,37.60%,
8/16/2001,35.40%,27.10%,37.50%,100%,35.33%,-2.10%,37.60%,
8/23/2001,34.50%,34.50%,31.00%,100%,35.84%,3.50%,37.60%,
8/30/2001,31.40%,45.70%,22.90%,100%,34.68%,8.60%,37.60%,
9/6/2001,30.30%,36.00%,33.70%,100%,35.31%,-3.40%,37.60%,
9/13/2001,26.70%,36.70%,36.70%,100%,32.40%,-10.00%,37.60%,
9/20/2001,31.10%,24.30%,44.60%,100%,32.59%,-13.50%,37.60%,
9/27/2001,51.10%,26.70%,22.20%,100%,34.43%,28.90%,37.60%,
10/4/2001,51.20%,19.50%,29.30%,100%,36.47%,22.00%,37.60%,
10/11/2001,47.40%,24.60%,28.10%,100%,37.96%,19.30%,37.60%,
10/18/2001,60.60%,18.30%,21.10%,100%,41.22%,39.40%,37.60%,
10/25/2001,55.90%,26.50%,17.70%,100%,44.28%,38.20%,37.60%,
11/1/2001,35.00%,31.70%,33.30%,100%,44.86%,1.70%,37.60%,
11/8/2001,34.60%,23.10%,42.30%,100%,45.86%,-7.70%,37.60%,
11/15/2001,45.50%,21.20%,33.30%,100%,47.65%,12.10%,37.60%,
11/22/2001,58.30%,16.70%,25.00%,100%,48.55%,33.30%,37.60%,
11/29/2001,69.30%,10.70%,20.00%,100%,50.82%,49.30%,37.60%,
12/6/2001,59.20%,16.30%,24.50%,100%,52.29%,34.70%,37.60%,
12/13/2001,61.40%,24.60%,14.00%,100%,52.40%,47.40%,37.60%,
12/20/2001,52.50%,21.30%,26.20%,100%,51.97%,26.20%,37.60%,
12/27/2001,57.70%,15.40%,26.90%,100%,54.81%,30.80%,37.60%,
1/3/2002,51.10%,24.40%,24.40%,100%,56.87%,26.70%,37.60%,
1/10/2002,54.80%,23.30%,21.90%,100%,58.04%,32.90%,37.60%,
1/17/2002,29.60%,40.90%,29.60%,100%,54.44%,0.00%,37.60%,
1/24/2002,34.70%,34.70%,30.60%,100%,50.11%,4.10%,37.60%,
1/31/2002,45.50%,31.80%,22.70%,100%,48.39%,22.70%,37.60%,
2/7/2002,37.50%,39.60%,22.90%,100%,45.41%,14.60%,37.60%,
2/14/2002,45.20%,38.70%,16.10%,100%,44.49%,29.00%,37.60%,
2/21/2002,36.40%,38.20%,25.50%,100%,41.83%,10.90%,37.60%,
2/28/2002,44.40%,35.20%,20.40%,100%,40.99%,24.10%,37.60%,
3/7/2002,53.30%,31.10%,15.60%,100%,40.81%,37.80%,37.60%,
3/14/2002,56.50%,29.00%,14.50%,100%,44.17%,41.90%,37.60%,
3/21/2002,53.20%,35.50%,11.30%,100%,46.49%,41.90%,37.60%,
3/28/2002,51.20%,25.60%,23.30%,100%,47.20%,27.90%,37.60%,
4/4/2002,40.50%,39.30%,20.20%,100%,47.58%,20.20%,37.60%,
4/11/2002,28.20%,38.50%,33.30%,100%,45.46%,-5.10%,37.60%,
4/18/2002,40.20%,36.60%,23.20%,100%,45.94%,17.00%,37.60%,
4/25/2002,36.70%,40.00%,23.30%,100%,44.97%,13.30%,37.60%,
5/2/2002,27.00%,39.60%,33.30%,100%,41.68%,-6.30%,37.60%,
5/9/2002,30.30%,29.00%,40.80%,100%,38.41%,-10.50%,37.60%,
5/16/2002,36.80%,34.90%,28.30%,100%,36.35%,8.50%,37.60%,
5/23/2002,26.20%,33.30%,40.50%,100%,33.23%,-14.30%,37.60%,
5/29/2002,28.30%,31.50%,40.20%,100%,31.70%,-12.00%,37.60%,
6/6/2002,32.80%,27.90%,39.30%,100%,32.27%,-6.60%,37.60%,
6/13/2002,31.80%,34.60%,33.60%,100%,31.23%,-1.80%,37.60%,
6/20/2002,45.70%,28.60%,25.70%,100%,32.36%,20.00%,37.60%,
6/27/2002,31.00%,23.00%,46.00%,100%,32.85%,-15.10%,37.60%,
7/3/2002,26.60%,26.60%,46.90%,100%,32.39%,-20.30%,37.60%,
7/11/2002,35.10%,22.70%,42.30%,100%,32.17%,-7.20%,37.60%,
7/18/2002,26.30%,20.00%,53.80%,100%,32.18%,-27.50%,37.60%,
7/25/2002,27.90%,23.30%,48.80%,100%,32.13%,-20.90%,37.60%,
8/1/2002,34.20%,34.20%,31.60%,100%,32.31%,2.60%,37.60%,
8/8/2002,37.70%,23.00%,39.30%,100%,33.05%,-1.60%,37.60%,
8/15/2002,37.90%,20.70%,41.40%,100%,32.07%,-3.50%,37.60%,
8/22/2002,43.80%,16.70%,39.60%,100%,33.67%,4.20%,37.60%,
8/29/2002,50.00%,21.00%,29.00%,100%,36.60%,21.00%,37.60%,
9/5/2002,31.50%,18.50%,50.00%,100%,36.15%,-18.50%,37.60%,
9/12/2002,38.40%,24.70%,37.00%,100%,37.67%,1.40%,37.60%,
9/19/2002,33.80%,23.00%,43.20%,100%,38.40%,-9.50%,37.60%,
9/26/2002,24.50%,28.40%,47.10%,100%,37.19%,-22.60%,37.60%,
10/3/2002,35.20%,16.90%,47.90%,100%,36.88%,-12.70%,37.60%,
10/10/2002,28.90%,16.40%,54.80%,100%,35.74%,-26.00%,37.60%,
10/17/2002,39.50%,21.10%,39.50%,100%,35.21%,0.00%,37.60%,
10/24/2002,44.60%,21.70%,33.70%,100%,34.53%,10.90%,37.60%,
10/31/2002,51.50%,20.60%,27.90%,100%,37.03%,23.50%,37.60%,
11/7/2002,50.00%,23.70%,26.30%,100%,38.48%,23.70%,37.60%,
11/14/2002,48.70%,18.90%,32.40%,100%,40.34%,16.20%,37.60%,
11/21/2002,50.60%,28.10%,21.40%,100%,43.60%,29.20%,37.60%,
11/28/2002,51.10%,17.00%,31.90%,100%,45.58%,19.20%,37.60%,
12/5/2002,52.90%,29.40%,17.70%,100%,48.59%,35.30%,37.60%,
12/12/2002,41.40%,34.50%,24.10%,100%,48.83%,17.20%,37.60%,
12/19/2002,42.90%,27.10%,30.00%,100%,48.62%,12.90%,37.60%,
12/26/2002,40.00%,28.00%,32.00%,100%,47.18%,8.00%,37.60%,
1/2/2003,32.40%,29.70%,37.80%,100%,44.99%,-5.40%,37.60%,
1/9/2003,38.10%,19.10%,42.90%,100%,43.67%,-4.80%,37.60%,
1/16/2003,29.20%,41.70%,29.20%,100%,40.99%,0.00%,37.60%,
1/23/2003,25.00%,31.80%,43.20%,100%,37.74%,-18.20%,37.60%,
1/30/2003,25.50%,26.60%,47.90%,100%,34.31%,-22.30%,37.60%,
2/6/2003,22.90%,51.40%,25.70%,100%,31.99%,-2.90%,37.60%,
2/13/2003,21.90%,40.00%,38.10%,100%,29.37%,-16.20%,37.60%,
2/20/2003,21.10%,21.10%,57.90%,100%,27.01%,-36.80%,37.60%,
2/27/2003,26.00%,26.80%,47.20%,100%,26.20%,-21.10%,37.60%,
3/6/2003,33.30%,27.30%,39.40%,100%,25.61%,-6.10%,37.60%,
3/13/2003,34.30%,14.30%,51.40%,100%,26.25%,-17.10%,37.60%,
3/20/2003,42.90%,19.10%,38.10%,100%,28.48%,4.80%,37.60%,
3/27/2003,39.40%,27.90%,32.70%,100%,30.22%,6.70%,37.60%,
4/3/2003,32.40%,29.40%,38.20%,100%,31.40%,-5.90%,37.60%,
4/10/2003,38.50%,30.80%,30.80%,100%,33.47%,7.70%,37.60%,
4/17/2003,46.30%,22.20%,31.50%,100%,36.63%,14.80%,37.60%,
4/24/2003,63.00%,18.00%,19.00%,100%,41.25%,44.00%,37.60%,
5/1/2003,48.60%,25.70%,25.70%,100%,43.16%,22.90%,37.60%,
5/8/2003,52.80%,28.80%,18.40%,100%,45.47%,34.40%,37.60%,
5/15/2003,62.80%,20.90%,16.30%,100%,47.96%,46.50%,37.60%,
5/22/2003,38.50%,26.00%,35.60%,100%,47.84%,2.90%,37.60%,
5/29/2003,62.90%,22.90%,14.30%,100%,51.66%,48.60%,37.60%,
6/5/2003,52.00%,28.80%,19.20%,100%,53.35%,32.80%,37.60%,
6/12/2003,50.00%,20.80%,29.20%,100%,53.81%,20.80%,37.60%,
6/19/2003,56.40%,7.70%,35.90%,100%,52.99%,20.50%,37.60%,
6/26/2003,71.40%,20.00%,8.60%,100%,55.84%,62.90%,37.60%,
7/3/2003,41.20%,23.50%,35.30%,100%,54.39%,5.90%,37.60%,
7/10/2003,43.20%,25.70%,31.10%,100%,51.95%,12.20%,37.60%,
7/17/2003,51.30%,20.20%,28.60%,100%,53.55%,22.70%,37.60%,
7/24/2003,52.00%,17.30%,30.70%,100%,52.19%,21.30%,37.60%,
7/31/2003,51.50%,32.30%,16.20%,100%,52.13%,35.40%,37.60%,
8/7/2003,45.50%,22.10%,32.50%,100%,51.56%,13.00%,37.60%,
8/14/2003,50.60%,25.80%,23.60%,100%,50.83%,27.00%,37.60%,
8/21/2003,63.00%,18.50%,18.50%,100%,49.77%,44.40%,37.60%,
8/28/2003,56.70%,20.60%,22.70%,100%,51.71%,34.00%,37.60%,
9/4/2003,62.30%,21.30%,16.40%,100%,54.10%,45.90%,37.60%,
9/11/2003,58.10%,24.40%,17.40%,100%,54.96%,40.70%,37.60%,
9/18/2003,62.80%,17.70%,19.60%,100%,56.30%,43.10%,37.60%,
9/25/2003,57.30%,20.40%,22.30%,100%,57.02%,35.00%,37.60%,
10/2/2003,50.00%,21.40%,28.60%,100%,57.59%,21.40%,37.60%,
10/9/2003,57.60%,19.20%,23.20%,100%,58.46%,34.40%,37.60%,
10/16/2003,60.30%,25.90%,13.80%,100%,58.14%,46.60%,37.60%,
10/23/2003,52.80%,30.60%,16.70%,100%,57.65%,36.10%,37.60%,
10/30/2003,57.80%,23.40%,18.80%,100%,57.09%,39.10%,37.60%,
11/6/2003,57.60%,25.80%,16.70%,100%,57.02%,40.90%,37.60%,
11/13/2003,53.30%,32.20%,14.40%,100%,55.84%,38.90%,37.60%,
11/20/2003,53.20%,25.80%,21.00%,100%,55.33%,32.30%,37.60%,
11/27/2003,60.40%,18.90%,20.80%,100%,56.63%,39.60%,37.60%,
12/4/2003,69.40%,16.20%,14.40%,100%,58.10%,55.00%,37.60%,
12/11/2003,55.30%,23.70%,21.10%,100%,57.47%,34.20%,37.60%,
12/18/2003,60.20%,20.40%,19.40%,100%,58.40%,40.80%,37.60%,
12/26/2003,65.50%,17.20%,17.20%,100%,59.36%,48.30%,37.60%,
1/1/2004,62.40%,24.10%,13.50%,100%,59.96%,48.90%,37.60%,
1/8/2004,67.20%,14.90%,17.90%,100%,61.69%,49.30%,37.60%,
1/15/2004,66.30%,23.60%,10.10%,100%,63.32%,56.20%,37.60%,
1/22/2004,69.50%,17.10%,13.40%,100%,64.47%,56.10%,37.60%,
1/29/2004,56.90%,28.10%,15.00%,100%,62.90%,41.90%,37.60%,
2/5/2004,50.90%,27.30%,21.80%,100%,62.36%,29.10%,37.60%,
2/12/2004,56.10%,29.30%,14.60%,100%,61.85%,41.50%,37.60%,
2/19/2004,56.50%,22.60%,21.00%,100%,60.71%,35.50%,37.60%,
2/26/2004,41.60%,27.90%,30.50%,100%,58.11%,11.10%,37.60%,
3/4/2004,47.80%,39.10%,13.00%,100%,55.69%,34.80%,37.60%,
3/11/2004,41.30%,25.20%,33.60%,100%,52.57%,7.70%,37.60%,
3/18/2004,38.60%,35.10%,26.30%,100%,48.71%,12.30%,37.60%,
3/25/2004,31.50%,25.90%,42.60%,100%,45.53%,-11.10%,37.60%,
4/1/2004,55.20%,22.40%,22.40%,100%,46.06%,32.80%,37.60%,
4/8/2004,58.80%,21.00%,20.30%,100%,46.40%,38.50%,37.60%,
4/15/2004,63.80%,22.50%,13.80%,100%,47.31%,50.00%,37.60%,
4/22/2004,50.00%,27.50%,22.50%,100%,48.36%,27.50%,37.60%,
4/29/2004,50.00%,28.80%,21.20%,100%,48.63%,28.80%,37.60%,
5/6/2004,39.00%,33.90%,27.10%,100%,48.35%,11.90%,37.60%,
5/13/2004,32.90%,23.70%,43.40%,100%,47.63%,-10.50%,37.60%,
5/20/2004,36.70%,23.30%,40.00%,100%,48.28%,-3.30%,37.60%,
5/27/2004,36.10%,23.60%,40.30%,100%,45.90%,-4.20%,37.60%,
6/3/2004,33.30%,40.50%,26.20%,100%,42.72%,7.10%,37.60%,
6/10/2004,55.30%,29.00%,15.80%,100%,41.66%,39.50%,37.60%,
6/17/2004,41.40%,30.50%,28.10%,100%,40.58%,13.30%,37.60%,
6/24/2004,56.40%,20.50%,23.10%,100%,41.38%,33.30%,37.60%,
7/1/2004,57.00%,27.30%,15.80%,100%,43.63%,41.20%,37.60%,
7/8/2004,55.10%,23.50%,21.40%,100%,46.41%,33.70%,37.60%,
7/15/2004,47.40%,29.00%,23.70%,100%,47.75%,23.70%,37.60%,
7/22/2004,35.70%,40.50%,23.80%,100%,47.70%,11.90%,37.60%,
7/29/2004,34.00%,30.00%,36.00%,100%,47.78%,-2.00%,37.60%,
8/5/2004,31.00%,35.20%,33.80%,100%,44.75%,-2.80%,37.60%,
8/12/2004,38.60%,21.40%,40.00%,100%,44.39%,-1.40%,37.60%,
8/19/2004,34.90%,30.20%,34.90%,100%,41.70%,0.00%,37.60%,
8/26/2004,41.50%,33.10%,25.40%,100%,39.77%,16.10%,37.60%,
9/2/2004,41.50%,30.20%,28.30%,100%,38.07%,13.20%,37.60%,
9/9/2004,50.50%,25.70%,23.80%,100%,38.46%,26.70%,37.60%,
9/16/2004,45.50%,22.70%,31.80%,100%,39.68%,13.60%,37.60%,
9/23/2004,51.20%,22.00%,26.80%,100%,41.83%,24.40%,37.60%,
9/30/2004,41.10%,19.60%,39.30%,100%,43.09%,1.80%,37.60%,
10/7/2004,56.90%,23.40%,19.70%,100%,45.38%,37.20%,37.60%,
10/14/2004,44.70%,27.10%,28.20%,100%,46.61%,16.50%,37.60%,
10/21/2004,42.50%,28.80%,28.80%,100%,46.73%,13.70%,37.60%,
10/28/2004,42.30%,26.00%,31.70%,100%,46.83%,10.60%,37.60%,
11/4/2004,57.10%,20.00%,22.90%,100%,47.66%,34.30%,37.60%,
11/11/2004,62.50%,15.90%,21.60%,100%,49.79%,40.90%,37.60%,
11/18/2004,64.10%,13.50%,22.40%,100%,51.41%,41.70%,37.60%,
11/24/2004,49.50%,23.70%,26.80%,100%,52.46%,22.70%,37.60%,
12/2/2004,56.80%,17.80%,25.40%,100%,52.44%,31.40%,37.60%,
12/9/2004,51.40%,23.40%,25.20%,100%,53.27%,26.10%,37.60%,
12/16/2004,52.50%,28.30%,19.20%,100%,54.52%,33.30%,37.60%,
12/23/2004,60.20%,21.60%,18.20%,100%,56.76%,42.10%,37.60%,
12/30/2004,57.70%,24.80%,17.50%,100%,56.83%,40.10%,37.60%,
1/6/2005,38.10%,27.40%,34.50%,100%,53.78%,3.60%,37.60%,
1/13/2005,34.00%,26.10%,39.90%,100%,50.01%,-5.90%,37.60%,
1/20/2005,33.70%,32.70%,33.70%,100%,48.04%,0.00%,37.60%,
1/27/2005,26.40%,37.10%,36.40%,100%,44.24%,-10.00%,37.60%,
2/3/2005,41.70%,33.30%,25.00%,100%,43.03%,16.70%,37.60%,
2/10/2005,43.80%,33.30%,22.90%,100%,41.94%,20.80%,37.60%,
2/17/2005,36.40%,33.80%,29.90%,100%,38.95%,6.50%,37.60%,
2/24/2005,31.80%,36.40%,31.80%,100%,35.72%,0.00%,37.60%,
3/3/2005,39.50%,33.30%,27.20%,100%,35.90%,12.40%,37.60%,
3/10/2005,49.70%,25.50%,24.80%,100%,37.86%,24.80%,37.60%,
3/17/2005,32.50%,35.10%,32.50%,100%,37.71%,0.00%,37.60%,
3/24/2005,23.20%,34.80%,41.90%,100%,37.31%,-18.70%,37.60%,
3/31/2005,28.40%,20.60%,51.00%,100%,35.65%,-22.60%,37.60%,
4/7/2005,27.70%,28.40%,43.90%,100%,33.65%,-16.10%,37.60%,
4/14/2005,16.50%,41.80%,41.80%,100%,31.17%,-25.30%,37.60%,
4/21/2005,36.80%,30.30%,32.90%,100%,31.80%,4.00%,37.60%,
4/28/2005,29.80%,35.50%,34.70%,100%,30.58%,-5.00%,37.60%,
5/5/2005,28.60%,26.50%,44.90%,100%,27.94%,-16.30%,37.60%,
5/12/2005,30.50%,33.10%,36.40%,100%,27.70%,-5.80%,37.60%,
5/19/2005,38.92%,32.43%,28.65%,100%,29.66%,10.30%,37.60%,
5/26/2005,44.14%,32.43%,23.42%,100%,31.62%,20.70%,37.60%,
6/2/2005,48.61%,31.94%,19.44%,100%,34.23%,29.20%,37.60%,
6/9/2005,45.98%,34.48%,19.54%,100%,37.92%,26.40%,37.60%,
6/16/2005,48.05%,33.12%,18.83%,100%,39.32%,29.20%,37.60%,
6/23/2005,46.59%,35.23%,18.18%,100%,41.42%,28.40%,37.60%,
6/30/2005,45.89%,24.66%,29.45%,100%,43.59%,16.40%,37.60%,
7/7/2005,43.01%,36.56%,20.43%,100%,45.15%,22.60%,37.60%,
7/14/2005,57.89%,28.07%,14.04%,100%,47.52%,43.90%,37.60%,
7/21/2005,41.18%,31.37%,27.45%,100%,47.15%,13.70%,37.60%,
7/28/2005,57.52%,24.84%,17.65%,100%,48.26%,39.90%,37.60%,
8/4/2005,47.83%,26.09%,26.09%,100%,48.50%,21.70%,37.60%,
8/11/2005,39.74%,31.41%,28.85%,100%,47.46%,10.90%,37.60%,
8/18/2005,29.29%,30.30%,40.40%,100%,45.29%,-11.10%,37.60%,
8/25/2005,36.14%,32.53%,31.33%,100%,44.08%,4.80%,37.60%,
9/1/2005,31.76%,30.59%,37.65%,100%,42.67%,-5.90%,37.60%,
9/8/2005,42.31%,25.00%,32.69%,100%,40.72%,9.60%,37.60%,
9/15/2005,51.43%,20.00%,28.57%,100%,42.00%,22.90%,37.60%,
9/22/2005,39.47%,28.07%,32.46%,100%,39.75%,7.00%,37.60%,
9/29/2005,31.88%,28.99%,39.13%,100%,37.75%,-7.30%,37.60%,
10/6/2005,50.00%,22.58%,27.42%,100%,39.04%,22.60%,37.60%,
10/13/2005,38.96%,12.99%,48.05%,100%,40.24%,-9.10%,37.60%,
10/20/2005,43.11%,20.96%,35.93%,100%,41.12%,7.20%,37.60%,
10/27/2005,32.05%,21.79%,46.15%,100%,41.15%,-14.10%,37.60%,
11/3/2005,42.95%,29.49%,27.56%,100%,41.23%,15.40%,37.60%,
11/10/2005,58.62%,18.39%,22.99%,100%,42.13%,35.60%,37.60%,
11/17/2005,53.63%,24.58%,21.79%,100%,43.90%,31.80%,37.60%,
11/24/2005,57.33%,26.67%,16.00%,100%,47.08%,41.30%,37.60%,
12/1/2005,52.47%,24.07%,23.46%,100%,47.39%,29.00%,37.60%,
12/8/2005,49.47%,31.58%,18.95%,100%,48.70%,30.50%,37.60%,
12/15/2005,46.15%,31.73%,22.12%,100%,49.08%,24.00%,37.60%,
12/22/2005,41.03%,30.77%,28.21%,100%,50.21%,12.80%,37.60%,
12/29/2005,37.30%,26.19%,36.51%,100%,49.50%,0.80%,37.60%,
1/5/2006,29.35%,30.43%,40.22%,100%,45.84%,-10.90%,37.60%,
1/12/2006,58.96%,21.97%,19.08%,100%,46.51%,39.90%,37.60%,
1/19/2006,50.00%,24.17%,25.83%,100%,45.59%,24.20%,37.60%,
1/26/2006,30.77%,35.90%,33.33%,100%,42.88%,-2.60%,37.60%,
2/2/2006,44.70%,21.97%,33.33%,100%,42.28%,11.40%,37.60%,
2/9/2006,40.19%,25.23%,34.58%,100%,41.54%,5.60%,37.60%,
2/16/2006,40.18%,24.11%,35.71%,100%,41.43%,4.50%,37.60%,
2/23/2006,43.21%,28.40%,28.40%,100%,42.17%,14.80%,37.60%,
3/2/2006,40.94%,29.92%,29.13%,100%,43.62%,11.80%,37.60%,
3/9/2006,41.21%,28.02%,30.77%,100%,41.40%,10.40%,37.60%,
3/16/2006,46.55%,20.69%,32.76%,100%,40.97%,13.80%,37.60%,
3/23/2006,43.75%,28.75%,27.50%,100%,42.59%,16.30%,37.60%,
3/30/2006,37.21%,30.23%,32.56%,100%,41.66%,4.70%,37.60%,
4/6/2006,47.67%,29.07%,23.26%,100%,42.59%,24.40%,37.60%,
4/13/2006,45.36%,26.80%,27.84%,100%,43.24%,17.50%,37.60%,
4/20/2006,33.73%,25.44%,40.83%,100%,42.05%,-7.10%,37.60%,
4/27/2006,42.11%,21.93%,35.96%,100%,42.20%,6.20%,37.60%,
5/4/2006,45.89%,20.55%,33.56%,100%,42.78%,12.30%,37.60%,
5/11/2006,54.90%,17.65%,27.45%,100%,43.83%,27.50%,37.60%,
5/18/2006,39.39%,16.97%,43.64%,100%,43.28%,-4.30%,37.60%,
5/25/2006,33.04%,21.43%,45.54%,100%,42.76%,-12.50%,37.60%,
6/1/2006,30.77%,19.23%,50.00%,100%,40.65%,-19.20%,37.60%,
6/8/2006,26.23%,28.69%,45.08%,100%,38.26%,-18.90%,37.60%,
6/15/2006,26.41%,18.61%,54.98%,100%,37.34%,-28.60%,37.60%,
6/22/2006,34.40%,24.00%,41.60%,100%,36.38%,-7.20%,37.60%,
6/29/2006,38.60%,21.64%,39.77%,100%,35.47%,-1.20%,37.60%,
7/6/2006,37.70%,19.67%,42.62%,100%,33.32%,-4.90%,37.60%,
7/13/2006,36.50%,24.09%,39.42%,100%,32.96%,-2.90%,37.60%,
7/20/2006,23.85%,18.35%,57.80%,100%,31.81%,-34.00%,37.60%,
7/27/2006,34.88%,22.09%,43.02%,100%,32.32%,-8.10%,37.60%,
8/3/2006,31.46%,21.35%,47.19%,100%,32.98%,-15.70%,37.60%,
8/10/2006,36.59%,21.95%,41.46%,100%,34.25%,-4.90%,37.60%,
8/17/2006,30.53%,33.68%,35.79%,100%,33.76%,-5.30%,37.60%,
8/24/2006,39.35%,23.23%,37.42%,100%,33.86%,1.90%,37.60%,
8/31/2006,41.57%,32.58%,25.84%,100%,34.34%,15.70%,37.60%,
9/7/2006,42.99%,27.10%,29.91%,100%,35.15%,13.10%,37.60%,
9/14/2006,47.95%,13.70%,38.36%,100%,38.17%,9.60%,37.60%,
9/21/2006,47.75%,18.02%,34.23%,100%,39.77%,13.50%,37.60%,
9/28/2006,51.32%,15.79%,32.89%,100%,42.26%,18.40%,37.60%,
10/5/2006,37.78%,15.56%,46.67%,100%,42.41%,-8.90%,37.60%,
10/12/2006,48.98%,13.27%,37.76%,100%,44.71%,11.20%,37.60%,
10/19/2006,54.20%,16.03%,29.77%,100%,46.57%,24.40%,37.60%,
10/26/2006,52.17%,17.39%,30.43%,100%,47.89%,21.70%,37.60%,
11/2/2006,43.75%,19.38%,36.88%,100%,47.99%,6.90%,37.60%,
11/9/2006,50.60%,22.89%,26.51%,100%,48.32%,24.10%,37.60%,
11/16/2006,46.56%,22.90%,30.53%,100%,48.17%,16.00%,37.60%,
11/23/2006,41.94%,16.13%,41.94%,100%,47.00%,0.00%,37.60%,
11/30/2006,40.22%,12.29%,47.49%,100%,47.30%,-7.30%,37.60%,
12/7/2006,38.94%,19.47%,41.59%,100%,46.05%,-2.70%,37.60%,
12/14/2006,41.33%,20.67%,38.00%,100%,44.44%,3.30%,37.60%,
12/21/2006,39.08%,18.39%,42.53%,100%,42.80%,-3.50%,37.60%,
